,MESS_DATUM,GS_10
2209,202112080015,0.0
2210,202112080030,0.0
2211,202112080045,0.0
2212,202112080100,0.0
2213,202112080115,0.0
2214,202112080130,0.0
2215,202112080145,0.0
2216,202112080200,0.0
2217,202112080215,0.0
2218,202112080230,0.0
2219,202112080245,0.0
2220,202112080300,0.0
2221,202112080315,0.0
2222,202112080330,0.0
2223,202112080345,0.0
2224,202112080400,0.0
2225,202112080415,0.0
2226,202112080430,0.0
2227,202112080445,0.0
2228,202112080500,0.0
2229,202112080515,0.0
2230,202112080530,0.0
2231,202112080545,0.0
2232,202112080600,0.0
2233,202112080615,0.0
2234,202112080630,0.0
2235,202112080645,0.0
2236,202112080700,0.0
2237,202112080715,0.2
2238,202112080730,0.2
2239,202112080745,0.35
2240,202112080800,0.65
2241,202112080815,1.0
2242,202112080830,1.2000000000000002
2243,202112080845,1.5
2244,202112080900,1.7
2245,202112080915,2.0
2246,202112080930,2.3
2247,202112080945,2.6
2248,202112081000,2.6
2249,202112081015,2.05
2250,202112081030,2.45
2251,202112081045,2.7
2252,202112081100,2.7
2253,202112081115,3.35
2254,202112081130,3.4499999999999997
2255,202112081145,3.0500000000000003
2256,202112081200,3.0500000000000003
2257,202112081215,3.55
2258,202112081230,2.95
2259,202112081245,5.2
2260,202112081300,6.4
2261,202112081315,4.4
2262,202112081330,2.3
2263,202112081345,1.35
2264,202112081400,1.55
2265,202112081415,0.8
2266,202112081430,0.7
2267,202112081445,0.35
2268,202112081500,0.15000000000000002
2269,202112081515,0.0
2270,202112081530,0.0
2271,202112081545,0.0
2272,202112081600,0.0
2273,202112081615,0.0
2274,202112081630,0.0
2275,202112081645,0.0
2276,202112081700,0.0
2277,202112081715,0.0
2278,202112081730,0.0
2279,202112081745,0.0
2280,202112081800,0.0
2281,202112081815,0.0
2282,202112081830,0.0
2283,202112081845,0.0
2284,202112081900,0.0
2285,202112081915,0.0
2286,202112081930,0.0
2287,202112081945,0.0
2288,202112082000,0.0
2289,202112082015,0.0
2290,202112082030,0.0
2291,202112082045,0.0
2292,202112082100,0.0
2293,202112082115,0.0
2294,202112082130,0.0
2295,202112082145,0.0
2296,202112082200,0.0
2297,202112082215,0.0
2298,202112082230,0.0
2299,202112082245,0.0
2300,202112082300,0.0
2301,202112082315,0.0
2302,202112082330,0.0
2303,202112082345,0.0
2304,202112090000,0.0
2305,202112090015,0.0
2306,202112090030,0.0
2307,202112090045,0.0
2308,202112090100,0.0
2309,202112090115,0.0
2310,202112090130,0.0
2311,202112090145,0.0
2312,202112090200,0.0
2313,202112090215,0.0
2314,202112090230,0.0
2315,202112090245,0.0
2316,202112090300,0.0
2317,202112090315,0.0
2318,202112090330,0.0
2319,202112090345,0.0
2320,202112090400,0.0
2321,202112090415,0.0
2322,202112090430,0.0
2323,202112090445,0.0
2324,202112090500,0.0
2325,202112090515,0.0
2326,202112090530,0.0
2327,202112090545,0.0
2328,202112090600,0.0
2329,202112090615,0.0
2330,202112090630,0.0
2331,202112090645,0.0
2332,202112090700,0.0
2333,202112090715,0.15000000000000002
2334,202112090730,0.15000000000000002
2335,202112090745,0.35
2336,202112090800,0.44999999999999996
2337,202112090815,0.65
2338,202112090830,0.95
2339,202112090845,1.15
2340,202112090900,1.45
2341,202112090915,1.7000000000000002
2342,202112090930,2.1
2343,202112090945,2.2
2344,202112091000,2.2
2345,202112091015,2.35
2346,202112091030,2.45
2347,202112091045,2.45
2348,202112091100,2.55
2349,202112091115,2.25
2350,202112091130,2.15
2351,202112091145,2.25
2352,202112091200,2.85
2353,202112091215,4.0
2354,202112091230,3.4000000000000004
2355,202112091245,3.35
2356,202112091300,3.65
2357,202112091315,3.3
2358,202112091330,2.8
2359,202112091345,2.1500000000000004
2360,202112091400,1.35
2361,202112091415,0.65
2362,202112091430,0.44999999999999996
2363,202112091445,0.30000000000000004
2364,202112091500,0.2
2365,202112091515,0.0
2366,202112091530,0.0
2367,202112091545,0.0
2368,202112091600,0.0
2369,202112091615,0.0
2370,202112091630,0.0
2371,202112091645,0.0
2372,202112091700,0.0
2373,202112091715,0.0
2374,202112091730,0.0
2375,202112091745,0.0
2376,202112091800,0.0
2377,202112091815,0.0
2378,202112091830,0.0
2379,202112091845,0.0
2380,202112091900,0.0
2381,202112091915,0.0
2382,202112091930,0.0
2383,202112091945,0.0
2384,202112092000,0.0
2385,202112092015,0.0
2386,202112092030,0.0
2387,202112092045,0.0
2388,202112092100,0.0
2389,202112092115,0.0
2390,202112092130,0.0
2391,202112092145,0.0
2392,202112092200,0.0
2393,202112092215,0.0
2394,202112092230,0.0
2395,202112092245,0.0
2396,202112092300,0.0
2397,202112092315,0.0
2398,202112092330,0.0
2399,202112092345,0.0
2400,202112100000,0.0
2401,202112100015,0.0
2402,202112100030,0.0
2403,202112100045,0.0
2404,202112100100,0.0
2405,202112100115,0.0
2406,202112100130,0.0
2407,202112100145,0.0
2408,202112100200,0.0
2409,202112100215,0.0
2410,202112100230,0.0
2411,202112100245,0.0
2412,202112100300,0.0
2413,202112100315,0.0
2414,202112100330,0.0
2415,202112100345,0.0
2416,202112100400,0.0
2417,202112100415,0.0
2418,202112100430,0.0
2419,202112100445,0.0
2420,202112100500,0.0
2421,202112100515,0.0
2422,202112100530,0.0
2423,202112100545,0.0
2424,202112100600,0.0
2425,202112100615,0.0
2426,202112100630,0.0
2427,202112100645,0.0
2428,202112100700,0.0
2429,202112100715,0.05
2430,202112100730,0.15000000000000002
2431,202112100745,0.2
2432,202112100800,0.4
2433,202112100815,0.85
2434,202112100830,1.25
2435,202112100845,1.35
2436,202112100900,1.25
2437,202112100915,1.7
2438,202112100930,2.3
2439,202112100945,2.8
2440,202112101000,3.1
2441,202112101015,3.4499999999999997
2442,202112101030,3.15
2443,202112101045,2.4
2444,202112101100,3.3
2445,202112101115,4.050000000000001
2446,202112101130,4.050000000000001
2447,202112101145,3.65
2448,202112101200,3.55
2449,202112101215,3.9
2450,202112101230,4.9
2451,202112101245,5.45
2452,202112101300,5.45
2453,202112101315,5.3
2454,202112101330,3.9000000000000004
2455,202112101345,2.4
2456,202112101400,1.4
2457,202112101415,0.8
2458,202112101430,0.5
2459,202112101445,0.25
2460,202112101500,0.05
2461,202112101515,0.0
2462,202112101530,0.0
2463,202112101545,0.0
2464,202112101600,0.0
2465,202112101615,0.0
2466,202112101630,0.0
2467,202112101645,0.0
2468,202112101700,0.0
2469,202112101715,0.0
2470,202112101730,0.0
2471,202112101745,0.0
2472,202112101800,0.0
2473,202112101815,0.0
2474,202112101830,0.0
2475,202112101845,0.0
2476,202112101900,0.0
2477,202112101915,0.0
2478,202112101930,0.0
2479,202112101945,0.0
2480,202112102000,0.0
2481,202112102015,0.0
2482,202112102030,0.0
2483,202112102045,0.0
2484,202112102100,0.0
2485,202112102115,0.0
2486,202112102130,0.0
2487,202112102145,0.0
2488,202112102200,0.0
2489,202112102215,0.0
2490,202112102230,0.0
2491,202112102245,0.0
2492,202112102300,0.0
2493,202112102315,0.0
2494,202112102330,0.0
2495,202112102345,0.0
2496,202112110000,0.0
2497,202112110015,0.0
2498,202112110030,0.0
2499,202112110045,0.0
2500,202112110100,0.0
2501,202112110115,0.0
2502,202112110130,0.0
2503,202112110145,0.0
2504,202112110200,0.0
2505,202112110215,0.0
2506,202112110230,0.0
2507,202112110245,0.0
2508,202112110300,0.0
2509,202112110315,0.0
2510,202112110330,0.0
2511,202112110345,0.0
2512,202112110400,0.0
2513,202112110415,0.0
2514,202112110430,0.0
2515,202112110445,0.0
2516,202112110500,0.0
2517,202112110515,0.0
2518,202112110530,0.0
2519,202112110545,0.0
2520,202112110600,0.0
2521,202112110615,0.0
2522,202112110630,0.0
2523,202112110645,0.0
2524,202112110700,0.0
2525,202112110715,0.05
2526,202112110730,0.15000000000000002
2527,202112110745,0.4
2528,202112110800,0.8
2529,202112110815,1.5
2530,202112110830,1.7000000000000002
2531,202112110845,2.15
2532,202112110900,2.55
2533,202112110915,3.35
2534,202112110930,4.15
2535,202112110945,5.9
2536,202112111000,6.7
2537,202112111015,8.2
2538,202112111030,13.7
2539,202112111045,16.45
2540,202112111100,11.95
2541,202112111115,11.7
2542,202112111130,11.899999999999999
2543,202112111145,18.1
2544,202112111200,15.899999999999999
2545,202112111215,11.45
2546,202112111230,9.05
2547,202112111245,7.55
2548,202112111300,7.55
2549,202112111315,5.8
2550,202112111330,3.2
2551,202112111345,1.8
2552,202112111400,1.5
2553,202112111415,0.85
2554,202112111430,0.55
2555,202112111445,0.4
2556,202112111500,0.2
2557,202112111515,0.0
2558,202112111530,0.0
2559,202112111545,0.0
2560,202112111600,0.0
2561,202112111615,0.0
2562,202112111630,0.0
2563,202112111645,0.0
2564,202112111700,0.0
2565,202112111715,0.0
2566,202112111730,0.0
2567,202112111745,0.0
2568,202112111800,0.0
2569,202112111815,0.0
2570,202112111830,0.0
2571,202112111845,0.0
2572,202112111900,0.0
2573,202112111915,0.0
2574,202112111930,0.0
2575,202112111945,0.0
2576,202112112000,0.0
2577,202112112015,0.0
2578,202112112030,0.0
2579,202112112045,0.0
2580,202112112100,0.0
2581,202112112115,0.0
2582,202112112130,0.0
2583,202112112145,0.0
2584,202112112200,0.0
2585,202112112215,0.0
2586,202112112230,0.0
2587,202112112245,0.0
2588,202112112300,0.0
2589,202112112315,0.0
2590,202112112330,0.0
2591,202112112345,0.0
2592,202112120000,0.0
2593,202112120015,0.0
2594,202112120030,0.0
2595,202112120045,0.0
2596,202112120100,0.0
2597,202112120115,0.0
2598,202112120130,0.0
2599,202112120145,0.0
2600,202112120200,0.0
2601,202112120215,0.0
2602,202112120230,0.0
2603,202112120245,0.0
2604,202112120300,0.0
2605,202112120315,0.0
2606,202112120330,0.0
2607,202112120345,0.0
2608,202112120400,0.0
2609,202112120415,0.0
2610,202112120430,0.0
2611,202112120445,0.0
2612,202112120500,0.0
2613,202112120515,0.0
2614,202112120530,0.0
2615,202112120545,0.0
2616,202112120600,0.0
2617,202112120615,0.0
2618,202112120630,0.0
2619,202112120645,0.0
2620,202112120700,0.0
2621,202112120715,0.0
2622,202112120730,0.0
2623,202112120745,0.15000000000000002
2624,202112120800,0.25
2625,202112120815,0.55
2626,202112120830,1.05
2627,202112120845,1.25
2628,202112120900,1.35
2629,202112120915,1.2
2630,202112120930,1.5
2631,202112120945,2.15
2632,202112121000,2.75
2633,202112121015,2.6
2634,202112121030,2.8
2635,202112121045,2.65
2636,202112121100,2.25
2637,202112121115,2.25
2638,202112121130,1.95
2639,202112121145,1.75
2640,202112121200,1.75
2641,202112121215,1.5
2642,202112121230,1.3
2643,202112121245,1.3
2644,202112121300,1.2000000000000002
2645,202112121315,1.0
2646,202112121330,1.0
2647,202112121345,0.7
2648,202112121400,0.5
2649,202112121415,0.30000000000000004
2650,202112121430,0.30000000000000004
2651,202112121445,0.1
2652,202112121500,0.0
2653,202112121515,0.0
2654,202112121530,0.0
2655,202112121545,0.0
2656,202112121600,0.0
2657,202112121615,0.0
2658,202112121630,0.0
2659,202112121645,0.0
2660,202112121700,0.0
2661,202112121715,0.0
2662,202112121730,0.0
2663,202112121745,0.0
2664,202112121800,0.0
2665,202112121815,0.0
2666,202112121830,0.0
2667,202112121845,0.0
2668,202112121900,0.0
2669,202112121915,0.0
2670,202112121930,0.0
2671,202112121945,0.0
2672,202112122000,0.0
2673,202112122015,0.0
2674,202112122030,0.0
2675,202112122045,0.0
2676,202112122100,0.0
2677,202112122115,0.0
2678,202112122130,0.0
2679,202112122145,0.0
2680,202112122200,0.0
2681,202112122215,0.0
2682,202112122230,0.0
2683,202112122245,0.0
2684,202112122300,0.0
2685,202112122315,0.0
2686,202112122330,0.0
2687,202112122345,0.0
2688,202112130000,0.0
2689,202112130015,0.0
2690,202112130030,0.0
2691,202112130045,0.0
2692,202112130100,0.0
2693,202112130115,0.0
2694,202112130130,0.0
2695,202112130145,0.0
2696,202112130200,0.0
2697,202112130215,0.0
2698,202112130230,0.0
2699,202112130245,0.0
2700,202112130300,0.0
2701,202112130315,0.0
2702,202112130330,0.0
2703,202112130345,0.0
2704,202112130400,0.0
2705,202112130415,0.0
2706,202112130430,0.0
2707,202112130445,0.0
2708,202112130500,0.0
2709,202112130515,0.0
2710,202112130530,0.0
2711,202112130545,0.0
2712,202112130600,0.0
2713,202112130615,0.0
2714,202112130630,0.0
2715,202112130645,0.0
2716,202112130700,0.0
2717,202112130715,0.05
2718,202112130730,0.15000000000000002
2719,202112130745,0.4
2720,202112130800,0.6000000000000001
2721,202112130815,0.95
2722,202112130830,1.8499999999999999
2723,202112130845,3.75
2724,202112130900,3.8499999999999996
2725,202112130915,3.35
2726,202112130930,3.5500000000000003
2727,202112130945,3.5999999999999996
2728,202112131000,4.4
2729,202112131015,4.75
2730,202112131030,4.85
2731,202112131045,2.8
2732,202112131100,3.6
2733,202112131115,4.6
2734,202112131130,6.5
2735,202112131145,8.3
2736,202112131200,7.4
2737,202112131215,7.6
2738,202112131230,6.5
2739,202112131245,5.35
2740,202112131300,4.85
2741,202112131315,3.1500000000000004
2742,202112131330,2.65
2743,202112131345,2.3
2744,202112131400,1.9
2745,202112131415,1.3
2746,202112131430,0.9
2747,202112131445,0.25
2748,202112131500,0.05
2749,202112131515,0.0
2750,202112131530,0.0
2751,202112131545,0.0
2752,202112131600,0.0
2753,202112131615,0.0
2754,202112131630,0.0
2755,202112131645,0.0
2756,202112131700,0.0
2757,202112131715,0.0
2758,202112131730,0.0
2759,202112131745,0.0
2760,202112131800,0.0
2761,202112131815,0.0
2762,202112131830,0.0
2763,202112131845,0.0
2764,202112131900,0.0
2765,202112131915,0.0
2766,202112131930,0.0
2767,202112131945,0.0
2768,202112132000,0.0
2769,202112132015,0.0
2770,202112132030,0.0
2771,202112132045,0.0
2772,202112132100,0.0
2773,202112132115,0.0
2774,202112132130,0.0
2775,202112132145,0.0
2776,202112132200,0.0
2777,202112132215,0.0
2778,202112132230,0.0
2779,202112132245,0.0
2780,202112132300,0.0
2781,202112132315,0.0
2782,202112132330,0.0
2783,202112132345,0.0
2784,202112140000,0.0
2785,202112140015,0.0
2786,202112140030,0.0
2787,202112140045,0.0
2788,202112140100,0.0
2789,202112140115,0.0
2790,202112140130,0.0
2791,202112140145,0.0
2792,202112140200,0.0
2793,202112140215,0.0
2794,202112140230,0.0
2795,202112140245,0.0
2796,202112140300,0.0
2797,202112140315,0.0
2798,202112140330,0.0
2799,202112140345,0.0
2800,202112140400,0.0
2801,202112140415,0.0
2802,202112140430,0.0
2803,202112140445,0.0
2804,202112140500,0.0
2805,202112140515,0.0
2806,202112140530,0.0
2807,202112140545,0.0
2808,202112140600,0.0
2809,202112140615,0.0
2810,202112140630,0.0
2811,202112140645,0.0
2812,202112140700,0.0
2813,202112140715,0.05
2814,202112140730,0.25
2815,202112140745,0.5
2816,202112140800,0.6000000000000001
2817,202112140815,0.85
2818,202112140830,1.15
2819,202112140845,1.35
2820,202112140900,1.75
2821,202112140915,3.65
2822,202112140930,3.05
2823,202112140945,2.05
2824,202112141000,1.9500000000000002
2825,202112141015,1.75
2826,202112141030,1.4500000000000002
2827,202112141045,1.55
2828,202112141100,1.75
2829,202112141115,1.45
2830,202112141130,1.55
2831,202112141145,2.0
2832,202112141200,2.9000000000000004
2833,202112141215,3.9000000000000004
2834,202112141230,3.9000000000000004
2835,202112141245,3.65
2836,202112141300,3.25
2837,202112141315,2.65
2838,202112141330,2.65
2839,202112141345,2.65
2840,202112141400,2.45
2841,202112141415,1.9
2842,202112141430,1.2
2843,202112141445,0.5
2844,202112141500,0.2
2845,202112141515,0.1
2846,202112141530,0.0
2847,202112141545,0.0
2848,202112141600,0.0
2849,202112141615,0.0
2850,202112141630,0.0
2851,202112141645,0.0
2852,202112141700,0.0
2853,202112141715,0.0
2854,202112141730,0.0
2855,202112141745,0.0
2856,202112141800,0.0
2857,202112141815,0.0
2858,202112141830,0.0
2859,202112141845,0.0
2860,202112141900,0.0
2861,202112141915,0.0
2862,202112141930,0.0
2863,202112141945,0.0
2864,202112142000,0.0
2865,202112142015,0.0
2866,202112142030,0.0
2867,202112142045,0.0
2868,202112142100,0.0
2869,202112142115,0.0
2870,202112142130,0.0
2871,202112142145,0.0
2872,202112142200,0.0
2873,202112142215,0.0
2874,202112142230,0.0
2875,202112142245,0.0
2876,202112142300,0.0
2877,202112142315,0.0
2878,202112142330,0.0
2879,202112142345,0.0
2880,202112150000,0.0
2881,202112150015,0.0
2882,202112150030,0.0
2883,202112150045,0.0
2884,202112150100,0.0
2885,202112150115,0.0
2886,202112150130,0.0
2887,202112150145,0.0
2888,202112150200,0.0
2889,202112150215,0.0
2890,202112150230,0.0
2891,202112150245,0.0
2892,202112150300,0.0
2893,202112150315,0.0
2894,202112150330,0.0
2895,202112150345,0.0
2896,202112150400,0.0
2897,202112150415,0.0
2898,202112150430,0.0
2899,202112150445,0.0
2900,202112150500,0.0
2901,202112150515,0.0
2902,202112150530,0.0
2903,202112150545,0.0
2904,202112150600,0.0
2905,202112150615,0.0
2906,202112150630,0.0
2907,202112150645,0.0
2908,202112150700,0.0
2909,202112150715,0.0
2910,202112150730,0.1
2911,202112150745,0.2
2912,202112150800,0.30000000000000004
2913,202112150815,0.5
2914,202112150830,0.7
2915,202112150845,1.1
2916,202112150900,2.8000000000000003
2917,202112150915,5.3
2918,202112150930,5.3
2919,202112150945,4.75
2920,202112151000,5.35
2921,202112151015,4.95
2922,202112151030,4.45
2923,202112151045,3.55
2924,202112151100,6.050000000000001
2925,202112151115,4.5
2926,202112151130,5.6
2927,202112151145,5.4
2928,202112151200,7.3
2929,202112151215,8.15
2930,202112151230,6.95
2931,202112151245,4.3
2932,202112151300,3.0
2933,202112151315,7.25
2934,202112151330,5.05
2935,202112151345,3.05
2936,202112151400,1.75
2937,202112151415,1.2
2938,202112151430,0.8
2939,202112151445,0.15000000000000002
2940,202112151500,0.15000000000000002
2941,202112151515,0.0
2942,202112151530,0.0
2943,202112151545,0.0
2944,202112151600,0.0
2945,202112151615,0.0
2946,202112151630,0.0
2947,202112151645,0.0
2948,202112151700,0.0
2949,202112151715,0.0
2950,202112151730,0.0
2951,202112151745,0.0
2952,202112151800,0.0
2953,202112151815,0.0
2954,202112151830,0.0
2955,202112151845,0.0
2956,202112151900,0.0
2957,202112151915,0.0
2958,202112151930,0.0
2959,202112151945,0.0
2960,202112152000,0.0
2961,202112152015,0.0
2962,202112152030,0.0
2963,202112152045,0.0
2964,202112152100,0.0
2965,202112152115,0.0
2966,202112152130,0.0
2967,202112152145,0.0
2968,202112152200,0.0
2969,202112152215,0.0
2970,202112152230,0.0
2971,202112152245,0.0
2972,202112152300,0.0
2973,202112152315,0.0
2974,202112152330,0.0
2975,202112152345,0.0
2976,202112160000,0.0
2977,202112160015,0.0
2978,202112160030,0.0
2979,202112160045,0.0
2980,202112160100,0.0
2981,202112160115,0.0
2982,202112160130,0.0
2983,202112160145,0.0
2984,202112160200,0.0
2985,202112160215,0.0
2986,202112160230,0.0
2987,202112160245,0.0
2988,202112160300,0.0
2989,202112160315,0.0
2990,202112160330,0.0
2991,202112160345,0.0
2992,202112160400,0.0
2993,202112160415,0.0
2994,202112160430,0.0
2995,202112160445,0.0
2996,202112160500,0.0
2997,202112160515,0.0
2998,202112160530,0.0
2999,202112160545,0.0
3000,202112160600,0.0
3001,202112160615,0.0
3002,202112160630,0.0
3003,202112160645,0.0
3004,202112160700,0.0
3005,202112160715,0.05
3006,202112160730,0.15000000000000002
3007,202112160745,0.6499999999999999
3008,202112160800,1.65
3009,202112160815,3.35
3010,202112160830,5.35
3011,202112160845,6.3
3012,202112160900,4.3
3013,202112160915,6.1
3014,202112160930,8.7
3015,202112160945,12.7
3016,202112161000,14.0
3017,202112161015,14.9
3018,202112161030,15.7
3019,202112161045,16.35
3020,202112161100,16.75
3021,202112161115,16.950000000000003
3022,202112161130,16.85
3023,202112161145,16.5
3024,202112161200,15.9
3025,202112161215,14.8
3026,202112161230,14.0
3027,202112161245,12.649999999999999
3028,202112161300,11.55
3029,202112161315,10.1
3030,202112161330,8.5
3031,202112161345,6.5
3032,202112161400,5.0
3033,202112161415,3.25
3034,202112161430,1.9500000000000002
3035,202112161445,0.75
3036,202112161500,0.35
3037,202112161515,0.0
3038,202112161530,0.0
3039,202112161545,0.0
3040,202112161600,0.0
3041,202112161615,0.0
3042,202112161630,0.0
3043,202112161645,0.0
3044,202112161700,0.0
3045,202112161715,0.0
3046,202112161730,0.0
3047,202112161745,0.0
3048,202112161800,0.0
3049,202112161815,0.0
3050,202112161830,0.0
3051,202112161845,0.0
3052,202112161900,0.0
3053,202112161915,0.0
3054,202112161930,0.0
3055,202112161945,0.0
3056,202112162000,0.0
3057,202112162015,0.0
3058,202112162030,0.0
3059,202112162045,0.0
3060,202112162100,0.0
3061,202112162115,0.0
3062,202112162130,0.0
3063,202112162145,0.0
3064,202112162200,0.0
3065,202112162215,0.0
3066,202112162230,0.0
3067,202112162245,0.0
3068,202112162300,0.0
3069,202112162315,0.0
3070,202112162330,0.0
3071,202112162345,0.0
3072,202112170000,0.0
3073,202112170015,0.0
3074,202112170030,0.0
3075,202112170045,0.0
3076,202112170100,0.0
3077,202112170115,0.0
3078,202112170130,0.0
3079,202112170145,0.0
3080,202112170200,0.0
3081,202112170215,0.0
3082,202112170230,0.0
3083,202112170245,0.0
3084,202112170300,0.0
3085,202112170315,0.0
3086,202112170330,0.0
3087,202112170345,0.0
3088,202112170400,0.0
3089,202112170415,0.0
3090,202112170430,0.0
3091,202112170445,0.0
3092,202112170500,0.0
3093,202112170515,0.0
3094,202112170530,0.0
3095,202112170545,0.0
3096,202112170600,0.0
3097,202112170615,0.0
3098,202112170630,0.0
3099,202112170645,0.0
3100,202112170700,0.0
3101,202112170715,0.05
3102,202112170730,0.15000000000000002
3103,202112170745,0.2
3104,202112170800,0.4
3105,202112170815,0.65
3106,202112170830,0.75
3107,202112170845,0.95
3108,202112170900,1.15
3109,202112170915,1.65
3110,202112170930,2.25
3111,202112170945,2.75
3112,202112171000,2.95
3113,202112171015,2.95
3114,202112171030,3.75
3115,202112171045,4.6
3116,202112171100,4.2
3117,202112171115,3.4
3118,202112171130,2.1
3119,202112171145,3.1
3120,202112171200,3.0
3121,202112171215,2.8
3122,202112171230,2.7
3123,202112171245,2.7
3124,202112171300,2.5
3125,202112171315,1.7999999999999998
3126,202112171330,1.7000000000000002
3127,202112171345,1.3
3128,202112171400,1.0
3129,202112171415,0.85
3130,202112171430,0.55
3131,202112171445,0.25
3132,202112171500,0.15000000000000002
3133,202112171515,0.1
3134,202112171530,0.0
3135,202112171545,0.0
3136,202112171600,0.0
3137,202112171615,0.0
3138,202112171630,0.0
3139,202112171645,0.0
3140,202112171700,0.0
3141,202112171715,0.0
3142,202112171730,0.0
3143,202112171745,0.0
3144,202112171800,0.0
3145,202112171815,0.0
3146,202112171830,0.0
3147,202112171845,0.0
3148,202112171900,0.0
3149,202112171915,0.0
3150,202112171930,0.0
3151,202112171945,0.0
3152,202112172000,0.0
3153,202112172015,0.0
3154,202112172030,0.0
3155,202112172045,0.0
3156,202112172100,0.0
3157,202112172115,0.0
3158,202112172130,0.0
3159,202112172145,0.0
3160,202112172200,0.0
3161,202112172215,0.0
3162,202112172230,0.0
3163,202112172245,0.0
3164,202112172300,0.0
3165,202112172315,0.0
3166,202112172330,0.0
3167,202112172345,0.0
3168,202112180000,0.0
3169,202112180015,0.0
3170,202112180030,0.0
3171,202112180045,0.0
3172,202112180100,0.0
3173,202112180115,0.0
3174,202112180130,0.0
3175,202112180145,0.0
3176,202112180200,0.0
3177,202112180215,0.0
3178,202112180230,0.0
3179,202112180245,0.0
3180,202112180300,0.0
3181,202112180315,0.0
3182,202112180330,0.0
3183,202112180345,0.0
3184,202112180400,0.0
3185,202112180415,0.0
3186,202112180430,0.0
3187,202112180445,0.0
3188,202112180500,0.0
3189,202112180515,0.0
3190,202112180530,0.0
3191,202112180545,0.0
3192,202112180600,0.0
3193,202112180615,0.0
3194,202112180630,0.0
3195,202112180645,0.0
3196,202112180700,0.0
3197,202112180715,0.05
3198,202112180730,0.25
3199,202112180745,0.44999999999999996
3200,202112180800,0.75
3201,202112180815,1.4
3202,202112180830,2.2
3203,202112180845,3.3
3204,202112180900,5.1
3205,202112180915,5.45
3206,202112180930,4.85
3207,202112180945,6.7
3208,202112181000,6.5
3209,202112181015,5.95
3210,202112181030,7.85
3211,202112181045,5.8
3212,202112181100,6.1
3213,202112181115,4.15
3214,202112181130,4.15
3215,202112181145,5.65
3216,202112181200,4.949999999999999
3217,202112181215,3.0
3218,202112181230,2.5
3219,202112181245,2.45
3220,202112181300,2.25
3221,202112181315,1.8
3222,202112181330,1.3
3223,202112181345,1.0
3224,202112181400,0.8
3225,202112181415,0.55
3226,202112181430,0.44999999999999996
3227,202112181445,0.25
3228,202112181500,0.15000000000000002
3229,202112181515,0.0
3230,202112181530,0.0
3231,202112181545,0.0
3232,202112181600,0.0
3233,202112181615,0.0
3234,202112181630,0.0
3235,202112181645,0.0
3236,202112181700,0.0
3237,202112181715,0.0
3238,202112181730,0.0
3239,202112181745,0.0
3240,202112181800,0.0
3241,202112181815,0.0
3242,202112181830,0.0
3243,202112181845,0.0
3244,202112181900,0.0
3245,202112181915,0.0
3246,202112181930,0.0
3247,202112181945,0.0
3248,202112182000,0.0
3249,202112182015,0.0
3250,202112182030,0.0
3251,202112182045,0.0
3252,202112182100,0.0
3253,202112182115,0.0
3254,202112182130,0.0
3255,202112182145,0.0
3256,202112182200,0.0
3257,202112182215,0.0
3258,202112182230,0.0
3259,202112182245,0.0
3260,202112182300,0.0
3261,202112182315,0.0
3262,202112182330,0.0
3263,202112182345,0.0
3264,202112190000,0.0
3265,202112190015,0.0
3266,202112190030,0.0
3267,202112190045,0.0
3268,202112190100,0.0
3269,202112190115,0.0
3270,202112190130,0.0
3271,202112190145,0.0
3272,202112190200,0.0
3273,202112190215,0.0
3274,202112190230,0.0
3275,202112190245,0.0
3276,202112190300,0.0
3277,202112190315,0.0
3278,202112190330,0.0
3279,202112190345,0.0
3280,202112190400,0.0
3281,202112190415,0.0
3282,202112190430,0.0
3283,202112190445,0.0
3284,202112190500,0.0
3285,202112190515,0.0
3286,202112190530,0.0
3287,202112190545,0.0
3288,202112190600,0.0
3289,202112190615,0.0
3290,202112190630,0.0
3291,202112190645,0.0
3292,202112190700,0.0
3293,202112190715,0.05
3294,202112190730,0.15000000000000002
3295,202112190745,0.2
3296,202112190800,0.5
3297,202112190815,0.9
3298,202112190830,1.3
3299,202112190845,1.6
3300,202112190900,2.2
3301,202112190915,2.8
3302,202112190930,3.6
3303,202112190945,3.4499999999999997
3304,202112191000,3.35
3305,202112191015,3.75
3306,202112191030,4.35
3307,202112191045,5.55
3308,202112191100,5.55
3309,202112191115,5.4
3310,202112191130,5.4
3311,202112191145,4.25
3312,202112191200,3.35
3313,202112191215,2.8
3314,202112191230,2.3
3315,202112191245,2.0999999999999996
3316,202112191300,2.4
3317,202112191315,4.699999999999999
3318,202112191330,9.399999999999999
3319,202112191345,4.7
3320,202112191400,2.5999999999999996
3321,202112191415,1.7
3322,202112191430,1.5
3323,202112191445,0.75
3324,202112191500,0.35
3325,202112191515,0.0
3326,202112191530,0.0
3327,202112191545,0.0
3328,202112191600,0.0
3329,202112191615,0.0
3330,202112191630,0.0
3331,202112191645,0.0
3332,202112191700,0.0
3333,202112191715,0.0
3334,202112191730,0.0
3335,202112191745,0.0
3336,202112191800,0.0
3337,202112191815,0.0
3338,202112191830,0.0
3339,202112191845,0.0
3340,202112191900,0.0
3341,202112191915,0.0
3342,202112191930,0.0
3343,202112191945,0.0
3344,202112192000,0.0
3345,202112192015,0.0
3346,202112192030,0.0
3347,202112192045,0.0
3348,202112192100,0.0
